province,year,GDP (100million),GDP per capita,Agricultural population (10thousand),Rural final consumption expenditure (100million),Total export (10000 USD),Fixed asset investment (10000),Urban residents final consumption expenditure (100million),Total population (10thousand),Primary industry added value (100million),Tertiary industry added value (100million),Secondary industry added value (100million),Fiscal expenditure (10000),Fiscal revenue (10000),Total import and export (10000 USD),Total import (10000 USD),Non-agricultural population (10thousand)
江苏省,2014年,65088.32,81874.0,3062.8461,4995.08,34187000.0,415527500.0,17515.48,8281.0,3607.4,30174.27,31048.84,84724500.0,182013300.0,56376200.0,22189000.0,4621.8434
江苏省,2015年,70116.38,87995.0,2670.47,5556.09,33866800.0,459051700.0,19689.08,8315.0,3952.47,33931.69,33371.77,96875800.0,178416000.0,54561400.0,20694500.0,
江苏省,2016年,77388.28,96887.0,2581.95,6160.76,31934400.0,493708500.0,22493.95,8381.0,4039.75,38269.57,35041.53,99819600.0,195860300.0,50961200.0,19026800.0,
江苏省,2017年,85869.76,107150.0,,6809.66,36329800.0,530002100.0,25082.7,8423.0,4045.16,42700.49,39124.11,106210300.0,211257700.0,59113900.0,22784000,
江苏省,2018年,92595.4,115168.0,,7434.1,40404400.0,559152000,27612.69,8446.0,934.64,46936.47,4025.39,116570000.0,233942200.0,66404300.0,25999900,
江苏省,2019年,99631.5,123607.0,,7669.7,39483000.0,587668800,29878.64,8469.0,4296.3,51064.7,44270.5,,247161100,62947000.0,23468500,
江苏省,2020年,102719.0,121231.0,,7031.15,39628000.0,,29349.18,8477.0,4536.7,53955.8,44226.4,136815500.0,269837000.0,64277500.0,24649100.0,
江苏省,2021年,116364.2,137039.0,,,50354000.0,,,8505.0,4722.4,59866.4,51775.4,145852600.0,100151600.0,80687000.0,30333000.0,
江苏省,2022年,122875.6,144390.0,,,,,,8515.0,4959.4,62027.5,55888.7,,,81775000.0,,
江西省,1949年,9.09,69,1150,,,1000,,1314.04,6.24,2,0.85,,,,,164.04
江西省,1950年,14.08,98,1282.84,,,2000,,1568.12,9.43,2.98,1.67,4942,11669,,,285.28
江西省,1951年,15.15,94,1375.63,,,3200,,1643.91,9.76,3.31,2.08,6645,14223,,,268.28
江西省,1952年,18.9,114,1420.67,,,6000.0,,1656.0,12.38,4.01,2.47,15211,22900,,,235.02
江西省,1953年,19.71,118,1453,,,11000.0,,1695.3,12.26,4.56,2.89,14506,25867,,,242.25
江西省,1954年,20.66,121,1474.14,,,16000.0,,1729.74,12.22,5.25,3.19,15983,27388,,,255.6
江西省,1955年,22,125,1514.14,,,16000.0,,1770.4,13.02,5.39,3.45,16329,28515,,,249.24
江西省,1956年,22.04,124,1544.84,,,24200.0,,1809.0,12.35,5.46,4.23,22689,31763,,,255.13
江西省,1957年,27.73,152,1586.15,,,19400.0,,1860.4,15.45,7.15,5.13,22968,33854,,,265.3
江西省,1958年,31.21,166,1582.1,,,47200.0,,1921.9,15.82,8.66,6.73,56748,56668,,,330.79
江西省,1959年,34.63,178,1623,,,69200.0,,1985.0,15.35,11.38,7.9,94998,68371,,,352.97
江西省,1960年,36.83,185,1609.01,,,92300.0,,2018.8,14.81,12.56,9.46,114805,66357,,,400.84
江西省,1961年,35.5,176,1674,,,66200.0,,2022.7,18,9.79,7.71,59308,46510,,,348.67
江西省,1962年,33.06,163,1730.41,,,17300.0,,2058.5,18.7,7.83,6.53,42745,52181,,,309.5
江西省,1963年,32.69,158,1763.03,,,25000.0,,2101.0,18.66,7.02,7.01,45874,54932,,,338
江西省,1964年,35.2,166,1813.13,,,29400.0,,2143.63,19.56,7.72,7.92,49357,59775,,,330.5
江西省,1965年,42.98,197,1862.58,,,30200.0,,2209.54,24.16,8.6,10.22,52727,66699,,,250.0
江西省,1966年,48.4,215,1919.88,,,36400.0,,2284.0,27.14,10,11.26,62927,73977,,,363.77
江西省,1967年,44.46,192,1980.44,,,22000.0,,2354.4,25.17,9.36,9.93,58117,49800,,,373.92
江西省,1968年,45.95,193,2093.63,,,27000.0,,2418.2,25.98,9.3,10.67,48346,55810,,,324.53
江西省,1969年,51.92,211,2160.33,,,46000.0,,2504.73,26.56,11.33,14.03,70952,73410,,,344.4
江西省,1970年,58.37,229,2228.07,,1197,74000.0,,2584.51,30.03,11.19,17.15,107082,88974,1197,,257.0
江西省,1971年,62.24,238,2269.5,,907,81500.0,,2652.31,29.14,14.27,18.83,94707,102532,907,,382.81
江西省,1972年,66.61,248,2326.33,,1147,71000.0,,2723.01,31.99,14.24,20.38,101140,100192,1147,,396.68
江西省,1973年,66.84,242,2397.32,,1694,65000.0,,2810.5,31.13,13.35,22.36,101816,103613,1694,,413.14
江西省,1974年,64.73,227,2470.4,,1864,56000.0,,2888.3,32.4,13.96,18.37,108067,65728,1864,,417.89
江西省,1975年,68.12,233,2542.29,,3719,54100.0,,2968.53,33.4,14.84,19.88,102428,78555,3719,,305.0
江西省,1976年,64.34,214,2609.67,,5778,47000.0,,3048.21,32.09,14.27,17.98,105946,51869,5778,,438.54
江西省,1977年,74.78,243,2671.08,,4727,52000.0,,3118.0,34.23,16.35,24.2,120113,76209,4727,,446.92
江西省,1978年,87.0,276.0,2723.3641,,5100,81300.0,,3182.8203,36.18,17.74,33.08,163000,122200,7100,,459.46
江西省,1979年,104.2,325.0,2748.36,,8600,83995.0,,3228.9778,48.7,19.04,36.41,176302,117771,10005,,480.6203
江西省,1980年,111.15,342.0,2762.11,49.22,9300,188219.0,19.23,3270.196,48.31,21.84,41.0,160000,124667,10900,,508.091
江西省,1981年,121.3,369.0,2763.31,51.28,19400,170858.0,23.56,3303.9235,56.1,24.1,41.1,140292,131822,21300,,540.62
江西省,1982年,134.0,403.0,2795.03,63.62,16500,244972.0,24.92,3348.3485,63.91,27.41,42.64,155407,123283,18100,,553.3231
江西省,1983年,144.13,428.0,2831.1849,69.28,21631,280948.0,25.72,3394.5033,64.0,31.0,49.2,175000,135281,24317,,563.32
江西省,1984年,169.11,497.0,2870.8813,77.13,23400,352080.0,28.68,3457.8879,71.9,35.91,61.31,219439,150126,26413,,587.01
江西省,1985年,207.89,597.0,2885.02,90.76,25725,440279.0,35.54,3509.7971,84.06,47.78,76.05,297300,211843,32000,,624.7793
江西省,1986年,230.82,652.0,2939.21,96.46,30527,533527.0,41.08,3575.7637,90.3,57.0,83.6,366258,240552,37416,,636.5561
江西省,1987年,262.9,729.0,2974.09,103.47,40218.0,587729.0,47.19,3632.3111,104.63,65.83,92.44,378000,282110,48400.0,,658.2218
江西省,1988年,325.83,891.0,3009.36,120.81,48938.0,781751.0,61.25,3683.8811,119.2,89.3,117.4,424000,322931,59900.0,,674.5216
江西省,1989年,376.5,1013.0,3053.11,140.28,46948.0,732849.0,72.16,3746.2196,133.2,112.04,131.23,487126,374886,62500.0,15539,693.1147
江西省,1990年,428.62,1134.0,3102.2435,172.83,58023.0,706500.0,77.19,3810.0,175.96,119.1,133.56,507600,406200,72000.0,13911.0,708.3983
江西省,1991年,479.37,1249.0,3141.8211,185.27,50814.0,910773.0,85.62,3865.0,183.27,141.33,154.77,604000,448050,76600.0,25754,722.8163
江西省,1992年,545.0,1472.0,3172.3125,196.36,64707.0,1253607.0,103.01,3913.0,192.2,150.1,202.7,684000.0,493882.0,96533.0,31826.0,740.7802
江西省,1993年,701.91,1782.0,3205.862,222.92,61415.0,1962500.0,126.37,3966.0,225.58,193.87,282.46,819000.0,656721.0,116747.0,55332.0,760.1785
江西省,1994年,948.2,2376.0,3226.4724,291.17,80014.0,2374548.0,180.74,4015.0,314.4,295.6,338.2,920290,886707.0,130702.0,50443.0,788.98
江西省,1995年,1169.73,2896.0,3240.06,401.86,101035.0,2841800.0,227.92,4063.0,374.64,391.35,403.74,1103400.0,1052200.0,129044.0,28009.0,822.49
江西省,1996年,1409.7,3452.0,3263.11,495.8,85243.0,2040000.0,262.56,4105.0,440.0,488.4,481.3,1318500.0,1235752.0,111672.0,26429.0,842.36
江西省,1997年,1715.0,4155.0,3284.4014,504.29,111438.0,2297000.0,292.48,4150.0,475.0,570.0,670.0,1526026.0,1349161.0,133284.0,21846.0,865.9324
江西省,1998年,1719.9,4124.0,3303.4806,516.98,101870.0,2596000.0,306.05,4191.0,450.4,661.2,608.2,1753000.0,1456586.0,124720.0,22850.0,887.73
江西省,1999年,1853.7,4402.0,3324.63,532.56,90611.0,4914811.0,333.31,4231.0,464.4,740.4,648.8,2078300.0,1549806.0,131400.0,40776.0,906.55
江西省,2000年,2003.07,4851.0,3223.4534,574.63,119741.0,5482000.0,414.57,4149.0,485.17,817.17,700.76,2234700.0,1716900.0,162405.0,42663.0,941.02
江西省,2001年,2173.84,5221.0,3229.3245,578.29,103930.0,4154200.0,463.67,4186.0,506.0,883.0,784.84,2837144.0,2001639.0,153200.0,49189.0,982.6574
江西省,2002年,2450.48,5829.0,3237.2065,602.72,105792.0,9246000.0,511.86,4222.0,536.0,975.0,938.0,3413800.0,2344300.0,169500.0,64300.0,1025.762
江西省,2003年,2830.0,6636.0,3229.0015,628.5,150600.0,13799700.0,542.77,4254.0,560.0,1043.0,1227.0,3821000.0,2858100.0,253000.0,102230.0,1073.3311
江西省,2004年,3495.94,7960.0,3223.4215,727.58,200000.0,18200000.0,671.38,4284.0,711.7,1188.5,1595.74,4540600.0,3508100.0,353200.0,153700.0,1139.9321
江西省,2005年,4056.76,9440.0,3231.6115,789.38,244004.0,22925500.0,797.62,4311.0,727.37,1411.92,1917.47,5639500.0,4259200.0,406000.0,163000.0,1151.9376
江西省,2006年,4696.8,10859.0,3178.4118,867.16,375307.0,26835744.0,885.33,4339.0,775.1,1584.1,2337.6,6964400.0,5186139.0,619000.0,244048.2,1178.7535
江西省,2007年,6480.0,12562.0,3202.05,968.98,546800.0,47390000.0,1062.07,4368.0,1060.0,2005.0,3415.0,12080000.0,6652189.0,945000.0,401956.1,1166.37
江西省,2008年,6480.0,14781.0,3201.08,797.99,772700.0,47390000.0,1697.34,4400.0,1060.0,2005.0,3415.0,12100700.0,8169900.0,1362000.0,606381.9,1199.03
江西省,2009年,7589.2,17185.0,3227.4975,869.72,736000.0,66424000.0,1855.87,4432.0,1098.3,2600.6,3890.3,15490000.0,9290000.0,1278000.0,530101.9,1204.6606
江西省,2010年,9451.0,21253.0,3255.6568,1083.87,1342000.0,87755000.0,2417.15,4462.0,1207.0,3121.0,5123.0,19230000.0,12262400.0,2162000.0,805048.9,1206.5921
江西省,2011年,11584.0,25928.0,3274.5534,1401.26,2188120.9,113890000.0,2780.97,4474.0,1391.0,3600.0,6592.0,25350000.0,16450000.0,3147000.0,967497.9,1213.8833
江西省,2012年,12948.0,28799.0,3289.6121,1498.8,2511054.0,113890000.0,3167.3,4475.0,1520.0,4461.0,6967.0,30190000.0,20460000.0,3340911.0,830000.0,1214.32
江西省,2013年,14338.5,31771.0,3537.7956,1700.87,2817000.0,124508400.0,3639.84,4476.0,1636.5,5030.6,7671.4,34700000.0,23570000.0,3673832.0,857000.0,1281.3407
江西省,2014年,15714.63,34674.0,3643.4912,1915.29,3203832.0,151100000.0,4039.64,4480.0,1627.0,5802.0,8239.0,38830000.0,26810000.0,4278315.0,1074000.0,1279.7792
江西省,2015年,16723.78,36724.0,2208.853,2088.12,3312000.0,169940000.0,4489.99,4485.0,1714.0,6699.0,8368.0,44130000.0,30220000.0,4240000.0,933968.1,
江西省,2016年,18499.0,40400.0,2153.772,2409.35,2981000.0,193790000.0,4875.51,4496.0,1794.0,7862.0,8733.0,46170000.0,31430000.0,4008000.0,1026000.0,
江西省,2017年,20006.31,43424.0,,2579.33,3269000.0,217704000.0,5467.8,4511.0,1835.0,8931.0,9445.0,51110000.0,34470000.0,4430000.0,,
江西省,2018年,21984.78,47434.0,,2985.61,3396000.0,241869100,6256.76,4513.0,1877.0,10758.0,10081.0,56680000.0,37950000.0,4820000.0,,
江西省,2019年,24757.5,53164.0,,3297.68,3621000.0,264121000,7138.33,4516.0,2057.6,11760.1,10939.8,63870000,40020000,5090000.0,,
江西省,2020年,25691.5,56871.0,,3480.44,4209000.0,,7444.73,4519.0,2241.6,12365.1,11084.8,66740000.0,40483600.0,5800000.0,1597000.0,
江西省,2021年,29619.7,65560.0,,,5682000.0,,,4517.0,2334.3,14102.2,13183.2,67788700.0,28122300.0,7708000.0,2025000.0,
江西省,2022年,32074.7,70923.0,,,,,,4528.0,2451.5,15263.7,14359.6,,,10067000.0,,
河北省,1949年,,,2879,,,600,,3086.06,,,,3800,14500,,,207
河北省,1950年,,,2932,,,2000,,3147,,,,7700,27100,,,215
河北省,1951年,,,2971,,,3600,,3205.0,,,,11100,36600,,,234
河北省,1952年,40.5,125,3014,,,14700.0,,3271.95,25.23,7.65,7.61,18800,44400,,,258
河北省,1953年,42.48,128,3072,,,22400.0,,3343.0,24.1,10,8.38,29500,52500,,,271
河北省,1954年,45.31,134,3145,,,31400.0,,3443.0,25.38,10.79,9.14,32100,61900,,,298
河北省,1955年,49.2,141,3221,,,34400.0,,3529.0,28.18,11.06,9.96,32500,64500,,,308
河北省,1956年,49.83,140,3266,,,54000.0,,3589.0,25.01,12.69,12.13,62800,65700,,,323
河北省,1957年,52.3,144,3307,,,57800.0,,3670.1,26.11,13.6,12.59,50700,66900,,,363
河北省,1958年,63.61,172,3299,,,150900.0,,3732.0,27.89,16.21,19.51,122100,148400,,,433
河北省,1959年,74.21,197,3301,,,158300.0,,3791.0,27,18.95,28.26,132500,210200,,,490
河北省,1960年,73.44,194,3298,,,175200.0,,3779.0,23.43,19.13,30.88,217300,221500,,,481
河北省,1961年,54.87,145,3389,,,54000.0,,3795.0,23.99,15.04,15.84,110400,151600,,,406
河北省,1962年,48.73,127,3546,,,32500.0,,3883.58,24.07,12,12.66,58800,107600,,,338
河北省,1963年,44.83,114,3611,,,47500.0,,3956.0,19.84,11.7,13.29,90500,81800,,,345
河北省,1964年,56.68,143,3640,,,59000.0,,3997.0,27.15,12.64,16.89,120000,108300,,,357
河北省,1965年,72.72,180,3720,,,60100.0,,4086.96,37.2,15.53,19.99,96500,123800,,,367.0
河北省,1966年,80.24,194,3815,,,70700.0,,4183.0,40.12,17.7,22.42,99700,133100,,,368
河北省,1967年,78.11,185,3879,,,62500.0,,4254.0,40.06,16.86,21.19,83000,107600,,,375
河北省,1968年,79.43,185,3974,,,60300.0,,4347.0,40.35,16.07,23.01,73800,120600,,,373
河北省,1969年,92.16,210,4074,,,72500.0,,4445.0,44.11,18.58,29.47,97500,149300,,,371
河北省,1970年,104.25,232,4169,,,98000.0,,4549.55,46.41,20.93,36.91,121300,205500,,,381.0
河北省,1971年,107.6,234,4239,,,137100.0,,4640.0,44.06,21.67,41.87,143400,231400,,,401
河北省,1972年,103,220,4282,,,145000.0,,4728.0,38.35,22.74,41.91,165300,243900,,,446
河北省,1973年,112.57,236,4336,,,151000.0,,4804.0,43.16,23.95,45.46,176200,258300,,,468
河北省,1974年,121.39,251,4386,,,182100.0,,4862.0,45.62,25.53,50.24,197600,265700,,,476
河北省,1975年,132.79,272,4418.0,,7832,265900.0,,4913.39,50.66,24.94,57.19,209200,303700,7832,,495.0
河北省,1976年,133.95,272,4438,,14093,275100.0,,4943.4,45.86,25.09,63,273600,283400,14202,109,505
河北省,1977年,158.18,318,4473,,22694,317700.0,,4998.2,48.42,31.02,78.74,315200,326900,23848,1154,525
河北省,1978年,183.1,364.0,4504.0,61.35,27636,370500.0,21.67,5057.47,52.2,38.5,92.4,324400,451000,30000,2216,553.0
河北省,1979年,203.2,400.0,4516,,41628,379500.0,,5105.0,61.1,40.4,101.8,342200,428700,43600,1939,589
河北省,1980年,219.2,427.0,4554.0,74.41,60900,372000.0,27.66,5167.62,68.1,45.3,105.9,283600,350200,63000,2032,614.0
河北省,1981年,222.5,427.0,4619,85.99,76663,533100.0,30.09,5256.0,71.0,48.4,103.2,232900,341000,80500,3820,637
河北省,1982年,251.5,474.0,4688,91.92,80988,780900.0,33.07,5356.0,85.6,58.0,107.8,259400,317800,86100,5083,668
河北省,1983年,283.2,526.0,4728,104.22,81693,743400.0,34.92,5420.0,102.1,66.2,114.9,282700,363900,86900,5187,692
河北省,1984年,332.2,609.0,4759,123.78,76047,863200.0,40.39,5487.0,111.5,74.9,145.8,358600,391100,83730,7683,728.0
河北省,1985年,396.8,719.0,4791.0,152.23,129900,1110000.0,49.93,5547.52,120.3,92.2,184.3,416600,451500,142000,11755,657.0
河北省,1986年,436.7,782.0,4843.0,171.29,105312,1340300.0,59.56,5627.0,123.5,105.9,207.3,538200,511700,113134,7822,784.0
河北省,1987年,521.9,921.0,4898.0,205.58,148475.0,1785000.0,74.5,5710.0,137.7,128.3,256.0,533300,576200,159600.0,11099,730.0
河北省,1988年,701.3,1219.0,4955.0,274.76,154626.0,2108500.0,107.38,5795.0,162.3,215.6,323.4,675200,647800,177832.0,23206,757.0
河北省,1989年,822.8,1409.0,5010.0,291.27,179905.0,1929602.0,130.52,5881.0,196.4,251.6,374.9,723000,761200,219587.0,39682,871.0
河北省,1990年,896.3,1465.0,5274.0,316.83,190069.0,1770000.0,140.01,6158.88,227.9,280.9,387.5,872900,811500,226785.0,36716.0,885.0
河北省,1991年,1072.1,1727.0,5316.0,357.43,202052.0,2404500.0,168.27,6220.0,236.9,375.3,459.9,911400,906600,240550.0,38498,904.0
河北省,1992年,1147.0,2046.0,5314.0,387.45,194801.0,3357908.0,207.98,6275.0,258.0,321.0,568.0,1011900.0,1011700.0,246227.0,51426.0,961.0
河北省,1993年,1566.63,2485.0,5343.0,442.97,167991.0,4524400.0,243.57,6334.0,301.68,417.03,847.92,1422600.0,1442100.0,243727.0,75736.0,991.0
河北省,1994年,2114.5,3324.0,5355.0,505.45,230303.0,7091900.0,294.52,6388.0,451.9,679.5,983.1,1608400,1821600.0,316065.0,85762.0,1033.0
河北省,1995年,2701.2,4212.0,5338.0,684.96,286635.0,9390000.0,396.13,6436.51,631.4,871.7,1198.1,1911800.0,2141200.0,392804.0,106169.0,1099.0
河北省,1996年,3198.0,4950.0,5333.0,811.91,308989.0,6752000.0,431.4,6483.67,701.0,1057.4,1439.5,2319000.0,2585700.0,420412.0,111423.0,1151.0
河北省,1997年,3652.1,5615.0,5336.0,874.51,325480.0,7875000.0,524.51,6524.58,761.9,1223.0,1667.2,2704600.0,2973400.0,411928.0,86448.0,1189.5904
河北省,1998年,3924.5,5994.0,5347.0,876.35,311632.0,9183000.0,539.43,6569.3,790.7,1342.8,1791.0,3015500.0,3418600.0,422917.0,111286.0,1222.195
河北省,1999年,4158.9,6310.0,5348.9458,905.58,311957.0,18000000.0,628.06,6613.66,806.1,1477.8,1875.1,3508000.0,3672000.0,458038.0,146081.0,1255.0
河北省,2000年,4628.2,6966.0,5363.4494,974.53,370685.0,18470000.0,708.23,6674.0,824.7,1656.8,2146.7,4155400.0,3976000.0,524000.0,152775.0,1308.0
河北省,2001年,5062.9,7572.0,5339.0687,931.0,395613.0,10853600.0,907.17,6699.13,913.9,1855.4,2293.5,5141800.0,4484000.0,573775.0,178163.0,1363.4189
河北省,2002年,5518.9,8216.0,5303.2891,1127.16,459402.0,20870000.0,924.49,6734.6,957.0,2094.2,2467.7,5765900.0,5448600.0,666565.0,207163.0,1438.4264
河北省,2003年,6333.6,9380.0,4972.7182,1182.85,592863.0,25158590.0,1148.23,6769.44,1064.2,2346.8,2922.7,6467400.0,6349400.0,897892.0,305029.0,1809.1113
河北省,2004年,7588.6,11178.0,5009.8046,1368.78,934031.0,32517000.0,1250.4,6808.75,1333.6,2787.1,3467.9,7855600.0,7783300.0,1352624.0,418593.0,1809
河北省,2005年,8773.4,12845.0,5019.1535,1104.42,1092685.0,33616500.0,1839.96,6851.0,1345.2,3304.2,4123.9,9791600.0,10352000.0,1607132.0,514447.0,1845.5064
河北省,2006年,10043.0,14609.0,4830.582,1211.39,1283469.0,54702000.0,2187.76,6897.86,1401.8,3869.3,4771.9,11803600.0,12234600.0,1852616.0,569147.0,2108.5375
河北省,2007年,12152.9,17561.0,4851.9272,1339.89,1701651.0,68847000.0,2611.19,6943.19,1737.1,4566.4,5849.5,15066500.0,15289200.0,2553848.0,852197.0,2179.632
河北省,2008年,16189.0,23239.0,,1466.47,2402981.0,88710000.0,3110.26,6989.0,2035.0,5377.0,8777.0,18816700.0,18240000.0,3841850.0,1438870.0,
河北省,2009年,17026.6,24284.0,4959.194,1472.7,1569000.0,122670000.0,3570.6,7034.0,2218.9,5932.8,8874.9,23475900.0,20207700.0,2961131.0,1392002.0,2257.3501
河北省,2010年,20394.0,25308.0,4977.6517,1569.0,2257003.0,150825000.0,4162.4,7194.0,2563.0,7124.0,10708.0,28202400.0,24090000.0,4193116.0,1936113.0,2320.3982
河北省,2011年,21384.7,29647.0,50010784.0,1955.4,2858386.0,163890000.0,4937.3,7231.86,2702.8,8406.4,10275.5,35373900.0,30175900.0,5359910.0,2501524.0,23436841.0
河北省,2012年,23077.5,31844.0,5040.4864,2253.6,2960384.0,196610000.0,5554.8,7262.0,2914.0,9243.8,10919.7,40794400.0,34792600.0,5054790.0,2094405.0,2376.0755
河北省,2013年,28301.4,38716.0,5074.1645,2481.05,3096000.0,226297700.0,5967.01,7288.0,3500.4,10038.9,14762.1,44095800.0,36524000.0,5488298.0,2392030.0,2429.0632
河北省,2014年,25208.9,34507.0,5105.4202,2649.6,3571347.0,266719000.0,6306.3,7323.0,3164.7,10567.3,11476.9,46773000.0,37645600.0,5988289.0,2416942.0,2487.3154
河北省,2015年,26398.4,35994.0,3613.71,2819.4,3293870.0,289057400.0,6679.8,7345.0,3100.5,11778.4,11519.5,56321900.0,40651100.0,5148154.0,1854284.0,
河北省,2016年,28474.1,38688.0,3487.02,3158.8,3057554.0,313401000.0,7512.0,7375.0,3082.5,13059.3,12332.3,60495300.0,43906500.0,4667538.0,1609984.0,
河北省,2017年,30640.8,41451.0,,3486.2,3135740.0,330122000.0,8425.2,7409.0,3130.0,14732.8,12778.0,66391800.0,50859800.0,4985554.0,1849814,
河北省,2018年,32494.6,43808.0,,,3397604.0,,,7426.0,323.3085,16252.0,917.6677,77260000.0,35138600.0,5390087.0,1992483,
河北省,2019年,35104.5,46348.0,,,3438000.0,,,7447.0,3518.4,17988.8,13597.3,,58505000,5804328.0,2366235,
河北省,2020年,36206.9,48564.0,,,3646000.0,,,7464.0,3880.1,18729.5,13597.2,90227900.0,38264600.0,6447023.0,2802219.0,
河北省,2021年,40391.3,54172.0,,,4690000.0,,,7448.0,4030.3,19996.7,16364.2,88482100.0,41676200.0,8385000.0,3695021.0,
河北省,2022年,42370.4,56995.0,,,,,,7420.0,4410.3,20910.0,17050.1,,,8432000.0,,
河南省,1949年,20.88,50,3909,,,,,4174,14.12,2.95,3.81,,,,,265
河南省,1950年,14.6,58,4009,,,500,,4282,16.27,3.79,4.54,,,,,273
河南省,1951年,32.85,76,4079,,,7400,,4342.0,22.23,4.43,6.19,,,,,263
河南省,1952年,36.09,83,4133,24.61,,7500.0,3.32,4371.0,22.46,5.4,8.23,,44000,,,238
河南省,1953年,41.3,94,4124,,,18600.0,,4425.0,25.08,6.06,10.16,,,,,301
河南省,1954年,44.02,98,4270,,,28700.0,,4560.0,26.45,6.69,10.88,,,,,290
河南省,1955年,47,101,4371,,,30300.0,,4652.0,28.14,7.27,11.12,,,,,281
河南省,1956年,48.12,103,4422,,1201,66900.0,,4733.0,27.05,9,12.07,,,1201,,311
河南省,1957年,52.55,110,4496,27.82,1387,71600.0,6.12,4840.0,24.27,10.2,18.08,,,1387,,344
河南省,1958年,60.76,124.2,4554,,1550,169800.0,,4943.0,25.64,10.88,24.24,,,1550,,389
河南省,1959年,64.03,129.1,4476,,4033,197200.0,,4979.0,22.92,10.79,30.32,,,4117,84,503
河南省,1960年,66.15,135.1,4287,,3667,205700.0,,4818.0,20.08,12.33,33.74,,,3707,40,531
河南省,1961年,46.29,96.2,4393,,1131,52700.0,,4830.0,14.61,12.32,19.36,,,1200,66,437
河南省,1962年,43.02,88,4571,25.28,1309,32300.0,11.18,4940.0,17,11.97,14.05,,,1326,17,369
河南省,1963年,42.45,85.4,4649,,1373,51300.0,,5036.0,15.11,12.19,15.15,,,1501,128,387
河南省,1964年,51.4,101.4,4687,,1602,72100.0,,5099.0,22.4,13.44,15.56,,,1909,307,412
河南省,1965年,62.96,122,4814,25.93,1914,69100.0,12.2,5240.0,29.58,14.28,19.1,,,2008,94,426.0
河南省,1966年,76.39,144,4958,,2887,61700.0,,5386.0,35.07,14.68,26.64,,,3310,423,428
河南省,1967年,78.54,144.2,5082,,2310,40700.0,,5538.0,41.13,14.59,22.82,,,2523,213,456
河南省,1968年,72.19,129.2,5223,,2855,43300.0,,5694.0,38.4,14.26,19.53,,,3100,243,471
河南省,1969年,80.88,140.4,5382,,3356,102300.0,,5848.0,39.8,15.3,25.78,,,3800,427,466
河南省,1970年,97.19,164,5490,38.24,3328,186100.0,14.32,5991.0,44.49,16.64,36.06,,,3700,372,501.0
河南省,1971年,104.8,172,5726,,3771,176000.0,,6195.0,47.53,17.55,39.72,,,4140,369,469
河南省,1972年,111.41,178,5842,,4343,165400.0,,6344.0,49.05,19.27,43.09,,,4900,512,502
河南省,1973年,117.05,182,6003,,5625,174700.0,,6517.0,53.77,20.18,43.1,,,6409,784,514
河南省,1974年,119.92,182.2,6128,,7018,192100.0,,6647.0,53.97,21.01,44.94,,,7900,881,519
河南省,1975年,127.77,191,6233.0,49.67,5438,216400.0,18.93,6758.0,55.71,21.72,50.34,,,6342,904,525.0
河南省,1976年,125.52,185,6316,,5389,193200.0,,6852.0,59.98,23.15,42.39,,,6600,1186,536
河南省,1977年,144.11,209,6411,,7460,221200.0,,6957.0,55.91,25.69,62.51,,,8726,1266,546
河南省,1978年,162.92,232.0,6497.0,70.45,10231,248000.0,23.89,7067.0,64.86,28.61,69.45,,337000,11843,1612,570.0
河南省,1979年,190.09,267.0,6554,,13400,237500.0,,7189.0,77.3,32.27,80.52,,,15400,2000,635
河南省,1980年,229.16,317.0,6609.0,104.36,20400,242700.0,30.87,7285.0,93.23,41.49,94.44,,,22600,2200,676.0
河南省,1981年,249.69,340.0,6684,,24900,472500.0,,7397.0,106.04,47.86,95.79,,,28500,3500,713
河南省,1982年,263.3,353.0,6773,,25500,535200.0,,7519.0,108.18,52.36,102.76,,,28800,3300,746
河南省,1983年,327.95,433.0,6818,,28000,614000.0,,7591.0,143.49,68.1,116.36,,,30400,2500,772
河南省,1984年,370.04,482.0,6814,,34200,869300.0,,7646.0,155.28,78.47,136.29,,,38200,4000,832.0
河南省,1985年,451.74,580.0,6812.0,166.16,36700,1269500.0,64.95,7713.0,173.43,108.24,170.07,495077,489300,45000,8300,901.0
河南省,1986年,502.91,635.0,6892.0,,45300,1565100.0,,7808.0,179.02,121.74,202.15,692000,549000,50700,5400,916.0
河南省,1987年,609.6,756.0,6970.0,,65400.0,1627000.0,,7933.0,220.22,159.13,230.25,653000,632000,74700.0,9300,963.0
河南省,1988年,749.09,910.0,7301.0,,75100.0,2040500.0,,8317.0,240.72,208.54,299.83,762211,710000,85000.0,9900,875.0
河南省,1989年,850.71,1012.0,7426.0,,81900.0,1876800.0,,8491.0,289.95,243.63,317.13,877000,810000,98500.0,16600,924.0
河南省,1990年,934.65,1091.0,7537.0,309.33,86700.0,2061200.0,138.64,8649.0,325.77,277.03,331.85,899965,823800,100400.0,13700.0,1112.0
河南省,1991年,1045.73,1201.0,7618.0,325.3,104300.0,2564600.0,153.74,8763.0,334.61,323.03,388.09,978824,1047000,121500.0,17200,1145.0
河南省,1992年,1207.0,1452.0,7656.0,357.89,81600.0,3188300.0,173.7,8862.0,345.0,307.0,555.0,1165000.0,1040300.0,116200.0,34600.0,1205.0
